activity_nr,rel_type,rel_act_nr,rel_safety,rel_health,load_dt
344641899,C,1541981,X,,2020-08-17 00:28:26 EDT
344641907,C,1544266,,X,2020-08-17 00:28:26 EDT
344641915,R,1545793,X,,2020-08-17 00:28:26 EDT
344641923,C,1545786,X,,2020-08-17 00:28:26 EDT
344641931,C,1518729,X,,2020-08-17 00:28:26 EDT
344641949,C,1544216,,X,2020-08-17 00:28:26 EDT
344641956,C,1545787,,X,2020-08-17 00:28:26 EDT
344641964,C,1537038,,X,2020-08-17 00:28:26 EDT
344642012,C,1540237,X,,2020-08-17 00:28:26 EDT
344642020,C,1541601,X,,2020-08-17 00:28:26 EDT
344642038,C,1541188,X,,2020-08-17 00:28:26 EDT
344642079,C,1543854,X,,2020-08-17 00:28:26 EDT
344642095,C,1538920,,X,2020-08-17 00:28:26 EDT
344642103,C,1544227,X,,2020-08-17 00:28:26 EDT
344642137,C,1544914,,X,2020-08-17 00:28:26 EDT
344642160,C,1545806,,X,2020-08-17 00:28:26 EDT
344642178,R,1542508,X,,2020-08-17 00:28:26 EDT
344642194,R,1542512,,X,2020-08-17 00:28:26 EDT
344642236,R,1543868,X,,2020-08-17 00:28:26 EDT
344642244,R,1543878,X,,2020-08-17 00:28:26 EDT
344642269,R,1544237,X,,2020-08-17 00:28:26 EDT
344642277,R,1543878,X,,2020-08-17 00:28:26 EDT
344642285,R,1544931,X,,2020-08-17 00:28:26 EDT
344642319,R,1545359,X,,2020-08-17 00:28:26 EDT
344642335,R,1545361,X,,2020-08-17 00:28:26 EDT
344642368,R,1545367,X,,2020-08-17 00:28:26 EDT
344642384,R,1545813,X,,2020-08-17 00:28:26 EDT
344642426,I,1440020,X,,2020-08-17 00:28:26 EDT
344642434,C,1544716,X,,2020-08-17 00:28:26 EDT
344642459,C,1545129,X,,2020-08-17 00:28:26 EDT
344642467,R,1544119,X,,2020-08-17 00:28:26 EDT
344642483,A,1545890,,,2020-08-17 00:28:26 EDT
344642491,C,1544998,X,,2020-08-17 00:28:26 EDT
344642491,C,1544998,,X,2020-08-17 00:28:26 EDT
344642566,C,1544041,,X,2020-08-17 00:28:26 EDT
344642582,R,1544089,X,,2020-08-17 00:28:26 EDT
344642590,C,1543777,X,,2020-08-17 00:28:26 EDT
344642608,C,1544957,X,,2020-08-17 00:28:26 EDT
344642616,R,1543297,X,,2020-08-17 00:28:26 EDT
344642673,I,1430223,X,,2020-08-17 00:28:26 EDT
344642681,R,1544648,X,,2020-08-17 00:28:26 EDT
344642699,R,1545836,X,,2020-08-17 00:28:26 EDT
344642707,I,1350167,,X,2020-08-17 00:28:26 EDT
344642715,C,1535876,X,,2020-08-17 00:28:26 EDT
344642715,C,1535876,,X,2020-08-17 00:28:26 EDT
344642731,C,1535876,X,,2020-08-17 00:28:26 EDT
344642731,C,1535876,,X,2020-08-17 00:28:26 EDT
344642822,C,1545442,,X,2020-08-17 00:28:26 EDT
344642848,C,1544728,X,,2020-08-17 00:28:26 EDT
344642863,I,1290362,X,,2020-08-17 00:28:26 EDT
344642889,R,1545380,X,,2020-08-17 00:28:26 EDT
344642913,I,1227232,,,2020-08-17 00:28:26 EDT
344642921,R,1544157,X,,2020-08-17 00:28:26 EDT
344643036,I,1464261,X,,2020-08-17 00:28:26 EDT
344643069,R,1543921,X,,2020-08-17 00:28:26 EDT
344643085,C,1545856,X,,2020-08-17 00:28:26 EDT
344643093,R,1543439,X,,2020-08-17 00:28:26 EDT
344643135,R,1543002,X,,2020-08-17 00:28:26 EDT
344643176,C,1545208,X,,2020-08-17 00:28:26 EDT
344643184,C,1545399,X,,2020-08-17 00:28:26 EDT
344643192,C,1544385,,X,2020-08-17 00:28:26 EDT
344643226,C,1544681,X,,2020-08-17 00:28:26 EDT
344643234,C,1545387,X,,2020-08-17 00:28:26 EDT
344643259,C,1545868,X,,2020-08-17 00:28:26 EDT
344643275,C,1544951,,X,2020-08-17 00:28:26 EDT
344643283,C,1544087,X,,2020-08-17 00:28:26 EDT
344643325,C,1545458,,X,2020-08-17 00:28:26 EDT
344643341,C,1542111,,X,2020-08-17 00:28:26 EDT
344643341,C,1542111,X,,2020-08-17 00:28:26 EDT
344643382,C,1545868,X,,2020-08-17 00:28:26 EDT
344643408,C,1545233,X,,2020-08-17 00:28:26 EDT
344643440,C,1542410,X,,2020-08-17 00:28:26 EDT
344643465,C,1541338,X,,2020-08-17 00:28:26 EDT
344643473,C,1544378,,X,2020-08-17 00:28:26 EDT
344643523,C,1545928,X,,2020-08-17 00:28:26 EDT
344643556,C,1544568,X,,2020-08-17 00:28:26 EDT
344643564,A,1545657,,,2020-08-17 00:28:26 EDT
344643572,R,1545423,X,,2020-08-17 00:28:26 EDT
344643580,R,1545004,X,,2020-08-17 00:28:26 EDT
344643598,C,1367099,X,,2020-08-17 00:28:26 EDT
344643598,I,1338533,X,,2020-08-17 00:28:26 EDT
344643648,R,1541823,X,,2020-08-17 00:28:26 EDT
344643671,A,1542905,,,2020-08-17 00:28:26 EDT
344643689,C,1528684,,X,2020-08-17 00:28:26 EDT
344643697,R,1542750,X,,2020-08-17 00:28:26 EDT
344643747,R,1545936,X,,2020-08-17 00:28:26 EDT
344643754,R,1545427,X,,2020-08-17 00:28:26 EDT
344643770,R,1545936,X,,2020-08-17 00:28:26 EDT
344643879,C,1545989,X,,2020-08-17 00:28:26 EDT
344643895,C,1542745,X,,2020-08-17 00:28:26 EDT
344643895,C,1542745,,X,2020-08-17 00:28:26 EDT
344643937,R,1534768,X,,2020-08-17 00:28:26 EDT
344643952,C,1540918,X,,2020-08-17 00:28:26 EDT
344643978,C,1520795,X,,2020-08-17 00:28:26 EDT
344643994,C,1543068,X,,2020-08-17 00:28:26 EDT
344643994,C,1543068,,X,2020-08-17 00:28:26 EDT
344644000,R,1546003,X,,2020-08-17 00:28:26 EDT
344644000,R,1546003,,X,2020-08-17 00:28:26 EDT
344644026,C,1543787,,X,2020-08-17 00:28:26 EDT
344644042,C,1543971,,X,2020-08-17 00:28:26 EDT
344644075,C,1543601,,X,2020-08-17 00:28:26 EDT
344644133,C,1544517,X,,2020-08-17 00:28:26 EDT
344644141,R,1545620,X,,2020-08-17 00:28:26 EDT
344644166,R,1540376,X,,2020-08-17 00:28:26 EDT
344644174,R,1546020,X,,2020-08-17 00:28:26 EDT
344644182,C,1542864,X,,2020-08-17 00:28:26 EDT
344644190,R,1546008,X,,2020-08-17 00:28:26 EDT
344644224,A,1546005,,,2020-08-17 00:28:26 EDT
344644240,C,1546017,X,,2020-08-17 00:28:26 EDT
344644307,C,1540786,X,,2020-08-17 00:28:26 EDT
344644307,C,1540786,,X,2020-08-17 00:28:26 EDT
344644315,A,1532823,,,2020-08-17 00:28:26 EDT
344644356,C,1543909,,X,2020-08-17 00:28:26 EDT
344644414,C,1545284,X,,2020-08-17 00:28:26 EDT
344644422,I,1464436,X,,2020-08-17 00:28:26 EDT
344644448,C,1544946,X,,2020-08-17 00:28:26 EDT
344644463,C,1545284,X,,2020-08-17 00:28:26 EDT
344644489,R,1543210,X,,2020-08-17 00:28:26 EDT
344644513,C,1544335,X,,2020-08-17 00:28:26 EDT
344644521,I,1398774,,,2020-08-17 00:28:26 EDT
344644521,I,1431568,X,,2020-08-17 00:28:26 EDT
344644570,A,1532812,,,2020-08-17 00:28:26 EDT
344644638,C,1543952,X,,2020-08-17 00:28:26 EDT
344644638,C,1543952,,X,2020-08-17 00:28:26 EDT
344644653,R,1545260,,X,2020-08-17 00:28:26 EDT
344644687,C,1545284,X,,2020-08-17 00:28:26 EDT
344644695,C,1544973,,X,2020-08-17 00:28:26 EDT
344644703,I,1464461,,X,2020-08-17 00:28:26 EDT
344644729,I,1436737,X,,2020-08-17 00:28:26 EDT
344644729,I,1436737,,X,2020-08-17 00:28:26 EDT
344644760,C,1543273,X,,2020-08-17 00:28:26 EDT
344644794,I,1109755,,,2020-08-17 00:28:26 EDT
344644802,A,1604752,,,2020-08-17 00:28:26 EDT
344644802,A,1609800,,,2020-08-17 00:28:26 EDT
344644802,A,1609809,,,2020-08-17 00:28:26 EDT
344644802,A,1609823,,,2020-08-17 00:28:26 EDT
344644844,C,1545023,,X,2020-08-17 00:28:26 EDT
344644851,I,1403884,X,,2020-08-17 00:28:26 EDT
344644877,R,1544018,X,,2020-08-17 00:28:26 EDT
344644943,R,1542138,X,,2020-08-17 00:28:26 EDT
344644968,C,1479721,X,,2020-08-17 00:28:26 EDT
344644976,C,1543952,X,,2020-08-17 00:28:26 EDT
344644976,C,1543952,,X,2020-08-17 00:28:26 EDT
344644992,R,1541389,,X,2020-08-17 00:28:26 EDT
344644992,R,1541389,X,,2020-08-17 00:28:26 EDT
344645049,C,1543314,X,,2020-08-17 00:28:26 EDT
344645072,A,1546114,,,2020-08-17 00:28:26 EDT
344645080,C,1543096,,X,2020-08-17 00:28:26 EDT
344645098,C,1542745,,X,2020-08-17 00:28:26 EDT
344645098,C,1542745,X,,2020-08-17 00:28:26 EDT
344645114,R,1542341,X,,2020-08-17 00:28:26 EDT
344645122,C,1543116,X,,2020-08-17 00:28:26 EDT
344645130,C,1545210,X,,2020-08-17 00:28:26 EDT
344645148,C,1544604,X,,2020-08-17 00:28:26 EDT
344645148,C,1544604,,X,2020-08-17 00:28:26 EDT
344645189,A,1517801,,,2020-08-17 00:28:26 EDT
344645213,A,1534937,,,2020-08-17 00:28:26 EDT
344645247,A,1500194,,,2020-08-17 00:28:26 EDT
344645262,A,1501047,,,2020-08-17 00:28:26 EDT
344645288,A,1544120,,,2020-08-17 00:28:26 EDT
344645304,C,1545758,X,,2020-08-17 00:28:26 EDT
344645312,R,1544197,X,,2020-08-17 00:28:26 EDT
344645338,C,1543831,X,,2020-08-17 00:28:26 EDT
344645346,C,1541153,X,,2020-08-17 00:28:26 EDT
344645353,R,1531764,X,,2020-08-17 00:28:26 EDT
344645361,C,1542481,X,,2020-08-17 00:28:26 EDT
344645379,C,1514147,X,,2020-08-17 00:28:26 EDT
344645395,R,1546179,X,,2020-08-17 00:28:26 EDT
344645403,R,1545344,,X,2020-08-17 00:28:26 EDT
344645411,R,1544901,X,,2020-08-17 00:28:26 EDT
344645429,R,1546180,X,,2020-08-17 00:28:26 EDT
344645437,C,1542954,,X,2020-08-17 00:28:26 EDT
344645494,C,1521426,X,,2020-08-17 00:28:26 EDT
344645502,R,1528747,X,,2020-08-17 00:28:26 EDT
344645528,C,1546185,X,,2020-08-17 00:28:26 EDT
344645544,C,1531781,X,,2020-08-17 00:28:26 EDT
344645544,C,1540717,X,,2020-08-17 00:28:26 EDT
344645544,C,1544916,,X,2020-08-17 00:28:26 EDT
344645551,C,1515871,X,,2020-08-17 00:28:26 EDT
344645569,C,1545802,X,,2020-08-17 00:28:26 EDT
344645635,R,1542805,X,,2020-08-17 00:28:26 EDT
344645643,C,1543706,,X,2020-08-17 00:28:26 EDT
344645684,A,1546195,,,2020-08-17 00:28:26 EDT
344645692,A,1546195,,,2020-08-17 00:28:26 EDT
344645742,R,1546198,X,,2020-08-17 00:28:26 EDT
344645759,C,1544113,X,,2020-08-17 00:28:26 EDT
344645809,C,1523726,,X,2020-08-17 00:28:26 EDT
344645817,R,1545459,X,,2020-08-17 00:28:26 EDT
344645841,C,1545415,,X,2020-08-17 00:28:26 EDT
344645874,C,1544051,X,,2020-08-17 00:28:26 EDT
344645882,R,1545594,X,,2020-08-17 00:28:26 EDT
344645908,R,1528101,X,,2020-08-17 00:28:26 EDT
344645924,R,1547714,X,,2020-08-17 00:28:26 EDT
344645932,C,1544090,X,,2020-08-17 00:28:26 EDT
344645957,C,1546219,X,,2020-08-17 00:28:26 EDT
344645973,C,1544674,X,,2020-08-17 00:28:26 EDT
344645999,R,1546214,X,,2020-08-17 00:28:26 EDT
344646013,C,1446384,X,,2020-08-17 00:28:26 EDT
344646013,C,1446384,,X,2020-08-17 00:28:26 EDT
344646021,C,1529600,X,,2020-08-17 00:28:26 EDT
344646039,C,1513057,X,,2020-08-17 00:28:26 EDT
344646054,C,1526067,X,,2020-08-17 00:28:26 EDT
344646070,R,1545648,X,,2020-08-17 00:28:26 EDT
344646088,R,1546311,X,,2020-08-17 00:28:26 EDT
344646096,I,1074022,,,2020-08-17 00:28:26 EDT
344646104,C,1545009,X,,2020-08-17 00:28:26 EDT
344646112,R,1546202,X,,2020-08-17 00:28:26 EDT
344646138,C,1544455,X,,2020-08-17 00:28:26 EDT
344646146,C,1545272,,X,2020-08-17 00:28:26 EDT
344646146,C,1545272,X,,2020-08-17 00:28:26 EDT
344646153,R,1545979,X,,2020-08-17 00:28:26 EDT
344646195,I,1451071,,X,2020-08-17 00:28:26 EDT
344646203,C,1544655,X,,2020-08-17 00:28:26 EDT
344646237,C,1544968,,X,2020-08-17 00:28:26 EDT
344646260,C,1545876,X,,2020-08-17 00:28:26 EDT
344646278,C,1545877,X,,2020-08-17 00:28:26 EDT
344646286,R,1543441,X,,2020-08-17 00:28:26 EDT
344646302,I,1445598,X,,2020-08-17 00:28:26 EDT
344646310,C,1541209,X,,2020-08-17 00:28:26 EDT
344646310,C,1541209,,X,2020-08-17 00:28:26 EDT
344646336,R,1540279,,X,2020-08-17 00:28:26 EDT
344646344,C,1529675,,X,2020-08-17 00:28:26 EDT
344646393,R,1546298,X,,2020-08-17 00:28:26 EDT
344646427,A,1545640,,,2020-08-17 00:28:26 EDT
344646443,I,1386897,X,,2020-08-17 00:28:26 EDT
344646443,I,1386897,,X,2020-08-17 00:28:26 EDT
344646450,R,1563775,X,,2020-08-17 00:28:26 EDT
344646468,I,1379680,X,,2020-08-17 00:28:26 EDT
344646476,R,1546311,X,,2020-08-17 00:28:26 EDT
344646484,A,1543241,,,2020-08-17 00:28:26 EDT
344646484,C,1543245,X,,2020-08-17 00:28:26 EDT
344646526,I,1395417,X,,2020-08-17 00:28:26 EDT
344646534,I,1210539,X,,2020-08-17 00:28:26 EDT
344646542,R,1543507,X,,2020-08-17 00:28:26 EDT
344646559,C,1541936,,X,2020-08-17 00:28:26 EDT
344646583,R,1546374,,X,2020-08-17 00:28:26 EDT
344646609,C,1541752,X,,2020-08-17 00:28:26 EDT
344646617,C,1546238,X,,2020-08-17 00:28:26 EDT
344646625,C,1545600,X,,2020-08-17 00:28:26 EDT
344646633,C,1541701,X,,2020-08-17 00:28:26 EDT
344646666,R,1546376,X,,2020-08-17 00:28:26 EDT
344646674,R,1544779,X,,2020-08-17 00:28:26 EDT
344646690,I,1437033,X,,2020-08-17 00:28:26 EDT
344646708,R,1543900,X,,2020-08-17 00:28:26 EDT
344646716,C,1544462,X,,2020-08-17 00:28:26 EDT
344646724,C,1546350,X,,2020-08-17 00:28:26 EDT
344646732,A,1544618,,,2020-08-17 00:28:26 EDT
344646740,R,1543725,X,,2020-08-17 00:28:26 EDT
344646757,R,1545738,X,,2020-08-17 00:28:26 EDT
344646765,A,1546044,,,2020-08-17 00:28:26 EDT
344646781,I,1404686,X,,2020-08-17 00:28:26 EDT
344646799,R,1546381,X,,2020-08-17 00:28:26 EDT
344646849,R,1546392,X,,2020-08-17 00:28:26 EDT
344646880,C,1545537,,X,2020-08-17 00:28:26 EDT
344646898,C,1538957,,X,2020-08-17 00:28:26 EDT
344646906,A,1542869,,,2020-08-17 00:28:26 EDT
344646930,A,1504593,,,2020-08-17 00:28:26 EDT
344646955,A,1546403,,,2020-08-17 00:28:26 EDT
344646955,A,1546618,,,2020-08-17 00:28:26 EDT
344647003,I,1421872,,X,2020-08-17 00:28:26 EDT
344647003,I,1447031,,X,2020-08-17 00:28:26 EDT
344647045,R,1546404,X,,2020-08-17 00:28:26 EDT
344647052,C,1541943,X,,2020-08-17 00:28:26 EDT
344647052,C,1541943,,X,2020-08-17 00:28:26 EDT
344647086,I,1374075,X,,2020-08-17 00:28:26 EDT
344647094,R,1546435,X,,2020-08-17 00:28:26 EDT
344647128,R,1545190,X,,2020-08-17 00:28:26 EDT
344647136,C,1545875,,X,2020-08-17 00:28:26 EDT
344647144,R,1544066,X,,2020-08-17 00:28:26 EDT
344647151,C,1538950,,X,2020-08-17 00:28:26 EDT
344647169,C,1546442,X,,2020-08-17 00:28:26 EDT
344647177,C,1543747,X,,2020-08-17 00:28:26 EDT
344647201,C,1531800,,X,2020-08-17 00:28:26 EDT
344647201,C,1532634,,X,2020-08-17 00:28:26 EDT
344647219,A,1545948,,,2020-08-17 00:28:26 EDT
344647219,R,1559131,X,,2020-08-17 00:28:26 EDT
344647235,C,1546443,X,,2020-08-17 00:28:26 EDT
344647243,C,1545400,X,,2020-08-17 00:28:26 EDT
344647250,C,1545756,X,,2020-08-17 00:28:26 EDT
344647292,I,1463460,,,2020-08-17 00:28:26 EDT
344647300,R,1545481,X,,2020-08-17 00:28:26 EDT
344647326,C,1546254,X,,2020-08-17 00:28:26 EDT
344647334,I,1395472,X,,2020-08-17 00:28:26 EDT
344647367,R,1546476,,X,2020-08-17 00:28:26 EDT
344647375,C,1540065,X,,2020-08-17 00:28:26 EDT
344647383,C,1545175,,X,2020-08-17 00:28:26 EDT
344647425,C,1544485,X,,2020-08-17 00:28:26 EDT
344647458,C,1545925,X,,2020-08-17 00:28:26 EDT
344647474,A,1546486,,,2020-08-17 00:28:26 EDT
344647508,C,1539510,X,,2020-08-17 00:28:26 EDT
344647516,R,1541275,X,,2020-08-17 00:28:26 EDT
344647532,C,1535876,X,,2020-08-17 00:28:26 EDT
344647532,C,1535876,,X,2020-08-17 00:28:26 EDT
344647573,A,1546965,,,2020-08-17 00:28:26 EDT
344647623,C,1545830,X,,2020-08-17 00:28:26 EDT
344647656,C,1545756,X,,2020-08-17 00:28:26 EDT
344647672,R,1544127,X,,2020-08-17 00:28:26 EDT
344647722,R,1545302,,X,2020-08-17 00:28:26 EDT
344647722,R,1545302,X,,2020-08-17 00:28:26 EDT
344647763,C,1535876,X,,2020-08-17 00:28:26 EDT
344647763,C,1535876,,X,2020-08-17 00:28:26 EDT
344647813,C,1544635,X,,2020-08-17 00:28:26 EDT
344647813,C,1544635,,X,2020-08-17 00:28:26 EDT
344647821,R,1494598,X,,2020-08-17 00:28:26 EDT
344647839,C,1628723,,X,2020-08-17 00:28:26 EDT
344647854,C,1545267,X,,2020-08-17 00:28:26 EDT
344647854,C,1545267,,X,2020-08-17 00:28:26 EDT
344647888,I,1457077,,,2020-08-17 00:28:26 EDT
344647888,A,1457077,,,2020-08-17 00:28:26 EDT
344647896,R,1545969,X,,2020-08-17 00:28:26 EDT
344647896,R,1548299,X,,2020-08-17 00:28:26 EDT
344647904,C,1544965,,X,2020-08-17 00:28:26 EDT
344647904,C,1544965,X,,2020-08-17 00:28:26 EDT
344647912,R,1546598,X,,2020-08-17 00:28:26 EDT
344647938,C,1546117,X,,2020-08-17 00:28:26 EDT
344647946,A,1522111,,,2020-08-17 00:28:26 EDT
344647953,C,1545142,X,,2020-08-17 00:28:26 EDT
344647987,C,1543131,X,,2020-08-17 00:28:26 EDT
344648076,R,1546630,X,,2020-08-17 00:28:26 EDT
344648084,A,1539566,,,2020-08-17 00:28:26 EDT
344648092,R,1546637,X,,2020-08-17 00:28:26 EDT
344648100,R,1573521,X,,2020-08-17 00:28:26 EDT
344648134,R,1546644,X,,2020-08-17 00:28:26 EDT
344648142,R,1556941,X,,2020-08-17 00:28:26 EDT
344648159,A,1544631,,,2020-08-17 00:28:26 EDT
344648175,I,1367991,X,,2020-08-17 00:28:26 EDT
344648191,I,1385705,,,2020-08-17 00:28:26 EDT
344648209,I,1392651,,X,2020-08-17 00:28:26 EDT
344648225,C,1545765,X,,2020-08-17 00:28:26 EDT
344648266,C,1545313,X,,2020-08-17 00:28:26 EDT
344648308,C,1546148,X,,2020-08-17 00:28:26 EDT
344648332,C,1546654,X,,2020-08-17 00:28:26 EDT
344648340,C,1543362,X,,2020-08-17 00:28:26 EDT
344648381,A,1546152,,,2020-08-17 00:28:26 EDT
344648399,R,1546157,X,,2020-08-17 00:28:26 EDT
344648407,C,1539336,,X,2020-08-17 00:28:26 EDT
344648407,C,1539336,X,,2020-08-17 00:28:26 EDT
344648415,R,1535396,X,,2020-08-17 00:28:26 EDT
344648415,C,1541166,X,,2020-08-17 00:28:26 EDT
344648423,R,1546181,X,,2020-08-17 00:28:26 EDT
344648449,C,1543408,X,,2020-08-17 00:28:26 EDT
344648514,C,1529673,X,,2020-08-17 00:28:26 EDT
344648514,I,1460490,X,,2020-08-17 00:28:26 EDT
344648522,C,1540720,X,,2020-08-17 00:28:26 EDT
344648530,C,1541606,X,,2020-08-17 00:28:26 EDT
344648530,R,1542010,X,,2020-08-17 00:28:26 EDT
344648548,I,1463520,X,,2020-08-17 00:28:26 EDT
344648555,R,1544231,,X,2020-08-17 00:28:26 EDT
344648597,R,1543856,,X,2020-08-17 00:28:26 EDT
344648654,R,1536088,X,,2020-08-17 00:28:26 EDT
344648662,R,1532188,X,,2020-08-17 00:28:26 EDT
344648688,R,1535003,X,,2020-08-17 00:28:26 EDT
344648696,C,1536099,,X,2020-08-17 00:28:26 EDT
344648704,C,1536101,,X,2020-08-17 00:28:26 EDT
344648738,R,1537968,,X,2020-08-17 00:28:26 EDT
344648746,R,1538446,,X,2020-08-17 00:28:26 EDT
344648753,R,1538448,,X,2020-08-17 00:28:26 EDT
344648761,R,1538449,,X,2020-08-17 00:28:26 EDT
344648779,C,1540729,X,,2020-08-17 00:28:26 EDT
344648787,C,1540730,,X,2020-08-17 00:28:26 EDT
344648795,R,1542517,X,,2020-08-17 00:28:26 EDT
344648811,C,1543428,,X,2020-08-17 00:28:26 EDT
344648829,R,1543863,X,,2020-08-17 00:28:26 EDT
344648837,C,1543867,,X,2020-08-17 00:28:26 EDT
344648852,R,1545365,X,,2020-08-17 00:28:26 EDT
344648886,R,1545817,X,,2020-08-17 00:28:26 EDT
344648894,R,1545818,X,,2020-08-17 00:28:26 EDT
344648902,R,1546696,X,,2020-08-17 00:28:26 EDT
344648928,R,1546699,X,,2020-08-17 00:28:26 EDT
344648936,R,1546700,X,,2020-08-17 00:28:26 EDT
344648944,C,1546702,X,,2020-08-17 00:28:26 EDT
344648951,R,1546703,X,,2020-08-17 00:28:26 EDT
344648993,C,1546708,X,,2020-08-17 00:28:26 EDT
344649009,C,1546708,X,,2020-08-17 00:28:26 EDT
344649025,R,1546712,X,,2020-08-17 00:28:26 EDT
344649033,C,1546715,,X,2020-08-17 00:28:26 EDT
344649041,C,1544678,,X,2020-08-17 00:28:26 EDT
344649058,A,1546713,,,2020-08-17 00:28:26 EDT
344649074,C,1544077,,X,2020-08-17 00:28:26 EDT
344649074,R,1553348,X,,2020-08-17 00:28:26 EDT
344649082,R,1546716,X,,2020-08-17 00:28:26 EDT
344649090,C,1546715,,X,2020-08-17 00:28:26 EDT
344649108,R,1546714,X,,2020-08-17 00:28:26 EDT
344649124,C,1543912,X,,2020-08-17 00:28:26 EDT
344649165,I,1354345,X,,2020-08-17 00:28:26 EDT
344649199,C,1545016,,X,2020-08-17 00:28:26 EDT
344649207,C,1544518,X,,2020-08-17 00:28:26 EDT
344649215,C,1545281,,X,2020-08-17 00:28:26 EDT
344649231,I,1435933,X,,2020-08-17 00:28:26 EDT
344649249,C,1545155,X,,2020-08-17 00:28:26 EDT
344649264,I,1342509,X,,2020-08-17 00:28:26 EDT
344649272,C,1542692,,X,2020-08-17 00:28:26 EDT
344649272,C,1542692,X,,2020-08-17 00:28:26 EDT
344649306,I,1452586,X,,2020-08-17 00:28:26 EDT
344649306,C,1526044,,X,2020-08-17 00:28:26 EDT
344649397,R,1544442,X,,2020-08-17 00:28:26 EDT
344649405,I,1449942,X,,2020-08-17 00:28:26 EDT
344649413,R,1544561,X,,2020-08-17 00:28:26 EDT
344649439,C,1544830,X,,2020-08-17 00:28:26 EDT
344649488,C,1546205,,X,2020-08-17 00:28:26 EDT
344649496,C,1545002,X,,2020-08-17 00:28:26 EDT
344649504,R,1546760,X,,2020-08-17 00:28:26 EDT
344649546,R,1535320,X,,2020-08-17 00:28:26 EDT
344649546,R,1535320,,X,2020-08-17 00:28:26 EDT
344649553,C,1546787,X,,2020-08-17 00:28:26 EDT
344649579,R,1544453,X,,2020-08-17 00:28:26 EDT
344649595,I,1447199,,,2020-08-17 00:28:26 EDT
344649611,C,1545173,,X,2020-08-17 00:28:26 EDT
344649637,R,1544758,X,,2020-08-17 00:28:26 EDT
344649652,C,1546787,X,,2020-08-17 00:28:26 EDT
344649660,R,1543926,X,,2020-08-17 00:28:26 EDT
344649710,C,1546273,X,,2020-08-17 00:28:26 EDT
344649728,R,1544556,X,,2020-08-17 00:28:26 EDT
344649736,C,1544489,,X,2020-08-17 00:28:26 EDT
344649736,C,1544489,X,,2020-08-17 00:28:26 EDT
344649744,R,1544620,X,,2020-08-17 00:28:26 EDT
344649751,C,1545430,X,,2020-08-17 00:28:26 EDT
344649777,C,1544311,,X,2020-08-17 00:28:26 EDT
344649785,C,1546366,X,,2020-08-17 00:28:26 EDT
344649793,C,1545613,,X,2020-08-17 00:28:26 EDT
344649793,C,1545613,X,,2020-08-17 00:28:26 EDT
344649801,C,1543641,X,,2020-08-17 00:28:26 EDT
344649827,C,1539205,X,,2020-08-17 00:28:26 EDT
344649827,C,1539205,,X,2020-08-17 00:28:26 EDT
344649843,C,1541394,,X,2020-08-17 00:28:26 EDT
344649850,C,1546828,X,,2020-08-17 00:28:26 EDT
344649876,I,1453818,,,2020-08-17 00:28:26 EDT
344649892,R,1545560,X,,2020-08-17 00:28:26 EDT
344649918,R,1544405,X,,2020-08-17 00:28:26 EDT
344649918,C,1584749,X,,2020-08-17 00:28:26 EDT
344649926,C,1545220,X,,2020-08-17 00:28:26 EDT
344649926,C,1545220,,X,2020-08-17 00:28:26 EDT
344649934,R,1544393,X,,2020-08-17 00:28:26 EDT
344649959,A,1546857,,,2020-08-17 00:28:26 EDT
344649967,R,1546913,X,,2020-08-17 00:28:26 EDT
344649983,A,1538377,,,2020-08-17 00:28:26 EDT
344649991,A,1541079,,,2020-08-17 00:28:26 EDT
344650023,C,1543953,,X,2020-08-17 00:28:26 EDT
344650049,I,1422031,,,2020-08-17 00:28:26 EDT
344650056,R,1512829,X,,2020-08-17 00:28:26 EDT
344650080,C,1537195,,X,2020-08-17 00:28:26 EDT
344650080,C,1537195,X,,2020-08-17 00:28:26 EDT
344650106,R,1546866,X,,2020-08-17 00:28:26 EDT
344650148,I,1361242,X,,2020-08-17 00:28:26 EDT
344650205,A,1545306,,,2020-08-17 00:28:26 EDT
344650221,C,1544781,X,,2020-08-17 00:28:26 EDT
344650221,C,1544781,,X,2020-08-17 00:28:26 EDT
344650247,I,1406619,X,,2020-08-17 00:28:26 EDT
344650254,I,1426964,,,2020-08-17 00:28:26 EDT
344650254,I,1447750,,X,2020-08-17 00:28:26 EDT
344650262,R,1517259,,X,2020-08-17 00:28:26 EDT
344650320,C,1544131,X,,2020-08-17 00:28:26 EDT
344650346,C,1544938,,X,2020-08-17 00:28:26 EDT
344650353,C,1546532,X,,2020-08-17 00:28:26 EDT
344650361,A,1513297,,,2020-08-17 00:28:26 EDT
344650379,C,1546237,,X,2020-08-17 00:28:26 EDT
344650379,C,1546237,X,,2020-08-17 00:28:26 EDT
344650387,R,1546249,X,,2020-08-17 00:28:26 EDT
344650395,C,1544438,X,,2020-08-17 00:28:26 EDT
344650403,R,1545679,X,,2020-08-17 00:28:26 EDT
344650452,C,1546985,X,,2020-08-17 00:28:26 EDT
344650478,R,1545302,,X,2020-08-17 00:28:26 EDT
344650478,R,1545302,X,,2020-08-17 00:28:26 EDT
344650528,C,1546519,,X,2020-08-17 00:28:26 EDT
344650536,I,1387101,X,,2020-08-17 00:28:26 EDT
344650551,C,1543541,,X,2020-08-17 00:28:26 EDT
344650569,I,1465036,X,,2020-08-17 00:28:26 EDT
