activity_nr,prog_type,prog_value,load_dt
344867098,P,CTARGET,2020-08-17 00:29:01 EDT
344867098,N,CTARGET,2020-08-17 00:29:01 EDT
344867148,N,LEAD,2020-08-17 00:29:01 EDT
344867148,S,ASBESTOS,2020-08-17 00:29:01 EDT
344867148,S,FALL,2020-08-17 00:29:01 EDT
344867155,P,HHUNIT,2020-08-17 00:29:01 EDT
344867155,S,HHUNIT,2020-08-17 00:29:01 EDT
344867171,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867171,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867189,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867189,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867197,S,RESCON,2020-08-17 00:29:01 EDT
344867205,N,AMPUTATE,2020-08-17 00:29:01 EDT
344867213,P,FALL,2020-08-17 00:29:01 EDT
344867213,S,FALL,2020-08-17 00:29:01 EDT
344867247,N,CTARGET,2020-08-17 00:29:01 EDT
344867247,P,CTARGET,2020-08-17 00:29:01 EDT
344867254,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867254,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867270,L,FALL,2020-08-17 00:29:01 EDT
344867270,P,FALL,2020-08-17 00:29:01 EDT
344867288,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867288,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867312,L,FALL,2020-08-17 00:29:01 EDT
344867312,P,FALL,2020-08-17 00:29:01 EDT
344867346,L,FEDSAFE,2020-08-17 00:29:01 EDT
344867353,N,TRENCH,2020-08-17 00:29:01 EDT
344867361,N,AMPUTATE,2020-08-17 00:29:01 EDT
344867429,L,FALL,2020-08-17 00:29:01 EDT
344867445,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867445,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867478,L,FORKLIFT,2020-08-17 00:29:01 EDT
344867478,L,HINOISE,2020-08-17 00:29:01 EDT
344867478,N,AMPUTATE,2020-08-17 00:29:01 EDT
344867486,P,HHPI,2020-08-17 00:29:01 EDT
344867486,S,HHPI,2020-08-17 00:29:01 EDT
344867494,P,HHPI,2020-08-17 00:29:01 EDT
344867494,S,HHPI,2020-08-17 00:29:01 EDT
344867510,L,CONSTR6,2020-08-17 00:29:01 EDT
344867510,P,CONSTR6,2020-08-17 00:29:01 EDT
344867528,L,FALL,2020-08-17 00:29:01 EDT
344867528,P,FALL,2020-08-17 00:29:01 EDT
344867544,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867544,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867569,L,FALL,2020-08-17 00:29:01 EDT
344867569,P,FALL,2020-08-17 00:29:01 EDT
344867585,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867585,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344867593,L,FALL,2020-08-17 00:29:01 EDT
344867601,L,FEDSAFE,2020-08-17 00:29:01 EDT
344867627,P,HHPI,2020-08-17 00:29:01 EDT
344867627,S,HHPI,2020-08-17 00:29:01 EDT
344867635,L,FALL,2020-08-17 00:29:01 EDT
344867635,P,FALL,2020-08-17 00:29:01 EDT
344867643,L,FALL,2020-08-17 00:29:01 EDT
344867676,L,FALL,2020-08-17 00:29:01 EDT
344867700,L,FALL,2020-08-17 00:29:01 EDT
344867700,P,FALL,2020-08-17 00:29:01 EDT
344867726,S,GUARDLOCK/AMPUTATE,2020-08-17 00:29:01 EDT
344867726,P,GUARDLOCK/AMPUTATE,2020-08-17 00:29:01 EDT
344867742,N,CTARGET,2020-08-17 00:29:01 EDT
344867742,P,CTARGET,2020-08-17 00:29:01 EDT
344867783,N,CHEMNEP,2020-08-17 00:29:01 EDT
344867791,L,FALL,2020-08-17 00:29:01 EDT
344867791,P,FALL,2020-08-17 00:29:01 EDT
344867809,L,FEDSAFE,2020-08-17 00:29:01 EDT
344867825,N,TRENCH,2020-08-17 00:29:01 EDT
344867866,P,HHUNIT,2020-08-17 00:29:01 EDT
344867866,S,HHUNIT,2020-08-17 00:29:01 EDT
344867908,L,FALL,2020-08-17 00:29:01 EDT
344867932,L,FALL,2020-08-17 00:29:01 EDT
344867940,L,FALL,2020-08-17 00:29:01 EDT
344867965,N,AMPUTATE,2020-08-17 00:29:01 EDT
344867973,L,WORKZONE,2020-08-17 00:29:01 EDT
344867973,N,TRENCH,2020-08-17 00:29:01 EDT
344867981,L,FALL,2020-08-17 00:29:01 EDT
344867999,L,FALL,2020-08-17 00:29:01 EDT
344868005,L,FALL,2020-08-17 00:29:01 EDT
344868021,L,FALL,2020-08-17 00:29:01 EDT
344868021,P,FALL,2020-08-17 00:29:01 EDT
344868039,L,FALL,2020-08-17 00:29:01 EDT
344868039,P,FALL,2020-08-17 00:29:01 EDT
344868062,L,FORKLIFT,2020-08-17 00:29:01 EDT
344868088,L,ERGHH,2020-08-17 00:29:01 EDT
344868088,P,ERGHH,2020-08-17 00:29:01 EDT
344868161,S,HEAT,2020-08-17 00:29:01 EDT
344868161,P,HEAT,2020-08-17 00:29:01 EDT
344868278,S,HOSP,2020-08-13 00:29:00 EDT
344868278,P,HOSP,2020-08-13 00:29:00 EDT
344868310,P,CONSTR,2020-08-17 00:29:01 EDT
344868310,S,CONSTR,2020-08-17 00:29:01 EDT
344868328,P,CONSTR,2020-08-17 00:29:01 EDT
344868328,S,CONSTR,2020-08-17 00:29:01 EDT
344868369,P,HOSP,2020-08-17 00:29:01 EDT
344868369,S,HOSP,2020-08-17 00:29:01 EDT
344868401,P,ASBESTOS,2020-08-17 00:29:01 EDT
344868401,S,ASBESTOS,2020-08-17 00:29:01 EDT
344868419,L,CONSTR6,2020-08-17 00:29:01 EDT
344868419,P,CONSTR6,2020-08-17 00:29:01 EDT
344868427,L,FALL,2020-08-17 00:29:01 EDT
344868435,L,FALL,2020-08-17 00:29:01 EDT
344868443,N,AMPUTATE,2020-08-17 00:29:01 EDT
344868450,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868450,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868468,N,CTARGET,2020-08-17 00:29:01 EDT
344868468,P,CTARGET,2020-08-17 00:29:01 EDT
344868484,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868484,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868500,L,CONSTR6,2020-08-17 00:29:01 EDT
344868500,P,CONSTR6,2020-08-17 00:29:01 EDT
344868518,P,COVID-19 Hospital,2020-08-17 00:29:01 EDT
344868518,S,COVID-19 Hospital,2020-08-17 00:29:01 EDT
344868526,L,FALL,2020-08-17 00:29:01 EDT
344868526,N,RCS-NEP,2020-08-17 00:29:01 EDT
344868526,P,RCS-NEP,2020-08-17 00:29:01 EDT
344868534,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868534,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868542,N,LEAD,2020-08-17 00:29:01 EDT
344868559,L,ERGHH,2020-08-17 00:29:01 EDT
344868559,P,ERGHH,2020-08-17 00:29:01 EDT
344868559,L,REPVEHICLE,2020-08-17 00:29:01 EDT
344868567,L,CONSTR6,2020-08-17 00:29:01 EDT
344868567,P,CONSTR6,2020-08-17 00:29:01 EDT
344868583,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868583,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868591,P,SPPIL,2020-08-17 00:29:01 EDT
344868591,S,SPPIL,2020-08-17 00:29:01 EDT
344868609,N,AMPUTATE,2020-08-17 00:29:01 EDT
344868625,S,HH,2020-08-17 00:29:01 EDT
344868633,S,AMPUTATE,2020-08-17 00:29:01 EDT
344868633,N,AMPUTATE,2020-08-17 00:29:01 EDT
344868666,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868666,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868674,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344868674,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344868682,P,FALL,2020-08-17 00:29:01 EDT
344868682,S,FALL,2020-08-17 00:29:01 EDT
344868708,L,FALL,2020-08-17 00:29:01 EDT
344868708,P,FALL,2020-08-17 00:29:01 EDT
344868716,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344868716,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344868732,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868732,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868757,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344868757,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344868773,P,FALL,2020-08-17 00:29:01 EDT
344868773,S,FALL,2020-08-17 00:29:01 EDT
344868781,N,AMPUTATE,2020-08-17 00:29:01 EDT
344868799,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344868799,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344868807,L,FALL,2020-08-17 00:29:01 EDT
344868815,N,TRENCH,2020-08-17 00:29:01 EDT
344868831,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344868831,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344868849,S,FALL,2020-08-17 00:29:01 EDT
344868849,S,FRI,2020-08-17 00:29:01 EDT
344868856,S,HH,2020-08-17 00:29:01 EDT
344868864,L,CONSTR6,2020-08-17 00:29:01 EDT
344868864,P,CONSTR6,2020-08-17 00:29:01 EDT
344868872,S,FALL,2020-08-17 00:29:01 EDT
344868872,S,FRI,2020-08-17 00:29:01 EDT
344868880,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344868880,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344868898,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868898,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344868906,L,FALL,2020-08-17 00:29:01 EDT
344868906,P,FALL,2020-08-17 00:29:01 EDT
344868914,N,DUSTEXPL,2020-08-17 00:29:01 EDT
344868955,L,CONSTR6,2020-08-17 00:29:01 EDT
344868955,P,CONSTR6,2020-08-17 00:29:01 EDT
344868971,N,AMPUTATE,2020-08-17 00:29:01 EDT
344868971,P,AMPUTATE,2020-08-17 00:29:01 EDT
344868971,S,AMPUTATE,2020-08-17 00:29:01 EDT
344869037,N,AMPUTATE,2020-08-17 00:29:01 EDT
344869128,N,AMPUTATE,2020-08-17 00:29:01 EDT
344869128,S,AMPUTATE,2020-08-17 00:29:01 EDT
344869151,L,FOCUS4,2020-08-17 00:29:01 EDT
344869151,N,CTARGET,2020-08-17 00:29:01 EDT
344869151,P,CTARGET,2020-08-17 00:29:01 EDT
344869193,S,ASBESTOS,2020-08-17 00:29:01 EDT
344869219,P,WASTEH2O,2020-08-17 00:29:01 EDT
344869219,S,WASTEH2O,2020-08-17 00:29:01 EDT
344869235,L,XFALLELEC,2020-08-17 00:29:01 EDT
344869235,P,XFALLELEC,2020-08-17 00:29:01 EDT
344869243,L,FALL,2020-08-17 00:29:01 EDT
344869243,P,FALL,2020-08-17 00:29:01 EDT
344869292,S,HH,2020-08-17 00:29:01 EDT
344869334,P,WASTEH2O,2020-08-17 00:29:01 EDT
344869334,S,WASTEH2O,2020-08-17 00:29:01 EDT
344869342,L,XFALLELEC,2020-08-17 00:29:01 EDT
344869342,P,XFALLELEC,2020-08-17 00:29:01 EDT
344869359,N,AMPUTATE,2020-08-17 00:29:01 EDT
344869367,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344869367,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344869375,L,CONSTR6,2020-08-17 00:29:01 EDT
344869375,P,CONSTR6,2020-08-17 00:29:01 EDT
344869383,L,CONSTR6,2020-08-17 00:29:01 EDT
344869383,P,CONSTR6,2020-08-17 00:29:01 EDT
344869458,P,FALL,2020-08-17 00:29:01 EDT
344869458,L,FALL,2020-08-17 00:29:01 EDT
344869516,L,FEDSAFE,2020-08-17 00:29:01 EDT
344869524,P,CHEMNH3,2020-08-17 00:29:01 EDT
344869524,N,CHEMNEP,2020-08-17 00:29:01 EDT
344869524,S,CHEMNH3,2020-08-17 00:29:01 EDT
344869557,L,XFALLELEC,2020-08-17 00:29:01 EDT
344869557,P,XFALLELEC,2020-08-17 00:29:01 EDT
344869599,S,SILICA,2020-08-17 00:29:01 EDT
344869599,S,WORKZONES,2020-08-17 00:29:01 EDT
344869607,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344869607,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344869615,P,CHEMNH3,2020-08-17 00:29:01 EDT
344869615,N,CHEMNEP,2020-08-17 00:29:01 EDT
344869615,S,CHEMNH3,2020-08-17 00:29:01 EDT
344869623,N,AMPUTATE,2020-08-17 00:29:01 EDT
344869623,P,AMPUTATE,2020-08-17 00:29:01 EDT
344869656,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344869656,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344869706,L,FALL,2020-08-17 00:29:01 EDT
344869706,P,FALL,2020-08-17 00:29:01 EDT
344869714,N,TRENCH,2020-08-17 00:29:01 EDT
344869714,P,TRENCH,2020-08-17 00:29:01 EDT
344869763,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344869805,S,HHPI,2020-08-17 00:29:01 EDT
344869821,S,HHUNIT,2020-08-17 00:29:01 EDT
344869821,P,HHUNIT,2020-08-17 00:29:01 EDT
344869854,L,FALL,2020-08-17 00:29:01 EDT
344869854,P,FALL,2020-08-17 00:29:01 EDT
344869870,P,FALL,2020-08-17 00:29:01 EDT
344869870,L,FALL,2020-08-17 00:29:01 EDT
344869912,P,PROGCON,2020-08-17 00:29:01 EDT
344869912,L,PROGCON,2020-08-17 00:29:01 EDT
344870100,N,AMPUTATE,2020-08-17 00:29:01 EDT
344870142,S,FOUNDRY,2020-08-17 00:29:01 EDT
344870209,S,SI,2020-08-17 00:29:01 EDT
344870233,S,AGI,2020-08-17 00:29:01 EDT
344870241,S,ES,2020-08-17 00:29:01 EDT
344870258,S,AGI,2020-08-17 00:29:01 EDT
344870282,S,AGI,2020-08-17 00:29:01 EDT
344870290,S,AGI,2020-08-17 00:29:01 EDT
344870308,S,AGI,2020-08-17 00:29:01 EDT
344870316,S,AGI,2020-08-17 00:29:01 EDT
344870324,N,TRENCH,2020-08-17 00:29:01 EDT
344870332,N,TRENCH,2020-08-17 00:29:01 EDT
344870357,N,TRENCH,2020-08-17 00:29:01 EDT
344870357,P,TRENCH,2020-08-17 00:29:01 EDT
344870357,S,HEAT,2020-08-17 00:29:01 EDT
344870365,P,HEAT,2020-08-17 00:29:01 EDT
344870365,S,HEAT,2020-08-17 00:29:01 EDT
344870373,P,HEAT,2020-08-17 00:29:01 EDT
344870373,S,HEAT,2020-08-17 00:29:01 EDT
344870381,P,HOSP,2020-08-17 00:29:01 EDT
344870381,S,HOSP,2020-08-17 00:29:01 EDT
344870399,P,AGRI,2020-08-17 00:29:01 EDT
344870399,S,AGRI,2020-08-17 00:29:01 EDT
344870480,S,CONSTR,2020-08-17 00:29:01 EDT
344870480,P,CONSTR,2020-08-17 00:29:01 EDT
344870506,P,LOG,2020-08-17 00:29:01 EDT
344870506,S,LOG,2020-08-17 00:29:01 EDT
344870563,L,FALL,2020-08-17 00:29:01 EDT
344870563,L,PIV,2020-08-17 00:29:01 EDT
344870571,L,FALL,2020-08-17 00:29:01 EDT
344870571,P,FALL,2020-08-17 00:29:01 EDT
344870605,L,FALL,2020-08-17 00:29:01 EDT
344870605,P,FALL,2020-08-17 00:29:01 EDT
344870613,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344870613,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344870621,P,SILICA,2020-08-17 00:29:01 EDT
344870621,S,SILICA,2020-08-17 00:29:01 EDT
344870670,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344870670,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344870688,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344870688,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344870696,P,SPPIL,2020-08-17 00:29:01 EDT
344870696,S,SPPIL,2020-08-17 00:29:01 EDT
344870712,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344870712,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344870720,L,FALL,2020-08-17 00:29:01 EDT
344870720,P,FALL,2020-08-17 00:29:01 EDT
344870738,L,FORKLIFT,2020-08-17 00:29:01 EDT
344870753,N,RCS-NEP,2020-08-17 00:29:01 EDT
344870753,S,FALL,2020-08-17 00:29:01 EDT
344870753,S,HVYEQUIP,2020-08-17 00:29:01 EDT
344870761,P,HH,2020-08-17 00:29:01 EDT
344870761,S,HH,2020-08-17 00:29:01 EDT
344870779,L,FALL,2020-08-17 00:29:01 EDT
344870787,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344870787,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344870795,N,AMPUTATE,2020-08-17 00:29:01 EDT
344870811,P,FALL,2020-08-17 00:29:01 EDT
344870811,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344870811,S,FALL,2020-08-17 00:29:01 EDT
344870829,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344870829,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344870837,P,SPPIL,2020-08-17 00:29:01 EDT
344870837,S,SPPIL,2020-08-17 00:29:01 EDT
344870852,L,FALL,2020-08-17 00:29:01 EDT
344870886,P,FALL,2020-08-17 00:29:01 EDT
344870886,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344870886,S,FALL,2020-08-17 00:29:01 EDT
344870902,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344870902,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344870910,N,TRENCH,2020-08-17 00:29:01 EDT
344870910,P,TRENCH,2020-08-17 00:29:01 EDT
344870936,P,FALL,2020-08-17 00:29:01 EDT
344870936,L,FALL,2020-08-17 00:29:01 EDT
344870944,P,PERMIT,2020-08-17 00:29:01 EDT
344870944,S,PERMIT,2020-08-17 00:29:01 EDT
344870985,L,FALL,2020-08-17 00:29:01 EDT
344870985,P,FALL,2020-08-17 00:29:01 EDT
344870993,L,FALL,2020-08-17 00:29:01 EDT
344871009,L,FALL,2020-08-17 00:29:01 EDT
344871025,L,FALL,2020-08-17 00:29:01 EDT
344871025,P,FALL,2020-08-17 00:29:01 EDT
344871041,P,RESCON,2020-08-17 00:29:01 EDT
344871041,S,RESCON,2020-08-17 00:29:01 EDT
344871074,L,RESCON,2020-08-17 00:29:01 EDT
344871074,P,RESCON,2020-08-17 00:29:01 EDT
344871090,N,AMPUTATE,2020-08-17 00:29:01 EDT
344871108,N,TRENCH,2020-08-17 00:29:01 EDT
344871108,P,TRENCH,2020-08-17 00:29:01 EDT
344871116,L,FALL,2020-08-17 00:29:01 EDT
344871116,P,FALL,2020-08-17 00:29:01 EDT
344871165,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344871165,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344871173,N,TRENCH,2020-08-17 00:29:01 EDT
344871173,P,TRENCH,2020-08-17 00:29:01 EDT
344871181,L,PROGCON,2020-08-17 00:29:01 EDT
344871181,P,PROGCON,2020-08-17 00:29:01 EDT
344871207,L,XFALLELEC,2020-08-17 00:29:01 EDT
344871207,P,XFALLELEC,2020-08-17 00:29:01 EDT
344871223,L,FALL,2020-08-17 00:29:01 EDT
344871223,P,FALL,2020-08-17 00:29:01 EDT
344871249,L,FORKLIFT,2020-08-17 00:29:01 EDT
344871264,P,HHUNIT,2020-08-17 00:29:01 EDT
344871264,S,HHUNIT,2020-08-17 00:29:01 EDT
344871272,L,PROGCON,2020-08-17 00:29:01 EDT
344871272,P,PROGCON,2020-08-17 00:29:01 EDT
344871280,L,PROGCON,2020-08-17 00:29:01 EDT
344871280,P,PROGCON,2020-08-17 00:29:01 EDT
344871314,P,MINING,2020-08-17 00:29:01 EDT
344871314,S,MINING,2020-08-17 00:29:01 EDT
344871322,L,PROGCON,2020-08-17 00:29:01 EDT
344871322,P,PROGCON,2020-08-17 00:29:01 EDT
344871330,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344871330,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344871363,L,PROGCON,2020-08-17 00:29:01 EDT
344871363,P,PROGCON,2020-08-17 00:29:01 EDT
344871397,N,AMPUTATE,2020-08-17 00:29:01 EDT
344871405,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344871405,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344871421,P,FRI,2020-08-17 00:29:01 EDT
344871421,S,FRI,2020-08-17 00:29:01 EDT
344871454,L,XFALLELEC,2020-08-17 00:29:01 EDT
344871454,P,XFALLELEC,2020-08-17 00:29:01 EDT
344871462,N,AMPUTATE,2020-08-17 00:29:01 EDT
344871462,N,TRENCH,2020-08-17 00:29:01 EDT
344871470,P,FRI,2020-08-17 00:29:01 EDT
344871470,S,FRI,2020-08-17 00:29:01 EDT
344871488,L,FEDCONST,2020-08-17 00:29:01 EDT
344871488,P,FEDCONST,2020-08-17 00:29:01 EDT
344871496,L,HLTHCARE6,2020-08-17 00:29:01 EDT
344871504,P,HHUNIT,2020-08-17 00:29:01 EDT
344871504,S,HHUNIT,2020-08-17 00:29:01 EDT
344871512,L,FORKLIFT,2020-08-17 00:29:01 EDT
344871546,L,CONSTR6,2020-08-17 00:29:01 EDT
344871546,P,CONSTR6,2020-08-17 00:29:01 EDT
344871561,N,SSTARG16,2020-08-17 00:29:01 EDT
344871579,L,FALL,2020-08-17 00:29:01 EDT
344871579,P,FALL,2020-08-17 00:29:01 EDT
344871587,L,FORKLIFT,2020-08-17 00:29:01 EDT
344871629,L,CONSTR6,2020-08-17 00:29:01 EDT
344871629,P,CONSTR6,2020-08-17 00:29:01 EDT
344871686,L,FALL,2020-08-17 00:29:01 EDT
344871686,P,FALL,2020-08-17 00:29:01 EDT
344871694,N,TRENCH,2020-08-17 00:29:01 EDT
344871694,P,TRENCH,2020-08-17 00:29:01 EDT
344871744,L,FORKLIFT,2020-08-17 00:29:01 EDT
344871777,P,FALL,2020-08-17 00:29:01 EDT
344871777,S,FALL,2020-08-17 00:29:01 EDT
344871785,L,FALL,2020-08-17 00:29:01 EDT
344871785,P,FALL,2020-08-17 00:29:01 EDT
344871819,L,FALL,2020-08-17 00:29:01 EDT
344871827,L,CONSTR6,2020-08-17 00:29:01 EDT
344871850,L,DEMO3,2020-08-17 00:29:01 EDT
344871868,N,CTARGET,2020-08-17 00:29:01 EDT
344871868,P,CTARGET,2020-08-17 00:29:01 EDT
344871876,P,RESCON,2020-08-17 00:29:01 EDT
344871876,S,RESCON,2020-08-17 00:29:01 EDT
344871900,L,FALL,2020-08-17 00:29:01 EDT
344871926,L,FALL,2020-08-17 00:29:01 EDT
344871967,L,CONSTR6,2020-08-17 00:29:01 EDT
344871967,P,CONSTR6,2020-08-17 00:29:01 EDT
344871983,L,PROGCON,2020-08-17 00:29:01 EDT
344871983,P,PROGCON,2020-08-17 00:29:01 EDT
344872049,L,PROGCON,2020-08-17 00:29:01 EDT
344872049,P,PROGCON,2020-08-17 00:29:01 EDT
344872056,L,PROGCON,2020-08-17 00:29:01 EDT
344872056,P,PROGCON,2020-08-17 00:29:01 EDT
344872080,L,BOATPROG,2020-08-17 00:29:01 EDT
344872080,P,BOATPROG,2020-08-17 00:29:01 EDT
344872296,S,ES,2020-08-17 00:29:01 EDT
344872304,S,ES,2020-08-17 00:29:01 EDT
344872320,P,HEAT,2020-08-17 00:29:01 EDT
344872320,S,HEAT,2020-08-17 00:29:01 EDT
344872338,P,HEAT,2020-08-17 00:29:01 EDT
344872338,S,HEAT,2020-08-17 00:29:01 EDT
344872361,N,CTARGET,2020-08-17 00:29:01 EDT
344872361,P,CTARGET,2020-08-17 00:29:01 EDT
344872379,P,FRI,2020-08-17 00:29:01 EDT
344872379,S,TREETRIM,2020-08-17 00:29:01 EDT
344872379,S,FRI,2020-08-17 00:29:01 EDT
344872387,N,TRENCH,2020-08-17 00:29:01 EDT
344872387,P,TRENCH,2020-08-17 00:29:01 EDT
344872395,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344872395,P,FALL,2020-08-17 00:29:01 EDT
344872395,S,FALL,2020-08-17 00:29:01 EDT
344872437,P,HOSP,2020-08-17 00:29:01 EDT
344872437,S,HOSP,2020-08-17 00:29:01 EDT
344872445,P,HOSP,2020-08-17 00:29:01 EDT
344872445,S,HOSP,2020-08-17 00:29:01 EDT
344872452,P,HOSP,2020-08-17 00:29:01 EDT
344872452,S,HOSP,2020-08-17 00:29:01 EDT
344872460,P,MD,2020-08-17 00:29:01 EDT
344872460,S,MD,2020-08-17 00:29:01 EDT
344872528,S,HOSP,2020-08-17 00:29:01 EDT
344872528,P,HOSP,2020-08-17 00:29:01 EDT
344872536,S,EUC,2020-08-17 00:29:01 EDT
344872536,P,EUC,2020-08-17 00:29:01 EDT
344872544,P,AMPUTATE,2020-08-17 00:29:01 EDT
344872544,S,HOSP,2020-08-17 00:29:01 EDT
344872544,N,AMPUTATE,2020-08-17 00:29:01 EDT
344872551,P,CONSTR,2020-08-17 00:29:01 EDT
344872551,S,CONSTR,2020-08-17 00:29:01 EDT
344872569,P,CONSTR,2020-08-17 00:29:01 EDT
344872569,S,CONSTR,2020-08-17 00:29:01 EDT
344872585,S,CONSTR,2020-08-17 00:29:01 EDT
344872585,P,CONSTR,2020-08-17 00:29:01 EDT
344872627,N,AMPUTATE,2020-08-17 00:29:01 EDT
344872627,P,AMPUTATE,2020-08-17 00:29:01 EDT
344872635,L,FALL,2020-08-17 00:29:01 EDT
344872643,L,CONSTR6,2020-08-17 00:29:01 EDT
344872643,P,CONSTR6,2020-08-17 00:29:01 EDT
344872668,L,RESCON,2020-08-17 00:29:01 EDT
344872668,P,RESCON,2020-08-17 00:29:01 EDT
344872676,P,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344872676,S,COVID-19 RETAIL,2020-08-17 00:29:01 EDT
344872684,L,FALL,2020-08-17 00:29:01 EDT
344872692,P,FALL,2020-08-17 00:29:01 EDT
344872692,S,FALL,2020-08-17 00:29:01 EDT
344872718,L,FALL,2020-08-17 00:29:01 EDT
344872726,L,FALL,2020-08-17 00:29:01 EDT
344872734,P,FALL,2020-08-17 00:29:01 EDT
344872734,S,FALL,2020-08-17 00:29:01 EDT
344872767,L,CONSTR6,2020-08-17 00:29:01 EDT
344872783,L,FORKLIFT,2020-08-17 00:29:01 EDT
344872833,L,REFUSE,2020-08-17 00:29:01 EDT
344872833,N,AMPUTATE,2020-08-17 00:29:01 EDT
344872841,N,AMPUTATE,2020-08-17 00:29:01 EDT
344872874,L,CONSTR6,2020-08-17 00:29:01 EDT
344872874,P,CONSTR6,2020-08-17 00:29:01 EDT
344872882,P,SPPIL,2020-08-17 00:29:01 EDT
344872882,S,SPPIL,2020-08-17 00:29:01 EDT
344872890,L,FALL,2020-08-17 00:29:01 EDT
344872908,P,SPPIL,2020-08-17 00:29:01 EDT
344872908,S,SPPIL,2020-08-17 00:29:01 EDT
344872916,L,CONSTR6,2020-08-17 00:29:01 EDT
344872916,P,CONSTR6,2020-08-17 00:29:01 EDT
344872973,L,FALL,2020-08-17 00:29:01 EDT
344872973,P,FALL,2020-08-17 00:29:01 EDT
344873039,L,FALL,2020-08-17 00:29:01 EDT
344873047,N,CTARGET,2020-08-17 00:29:01 EDT
344873047,P,CTARGET,2020-08-17 00:29:01 EDT
344873047,S,FALL,2020-08-17 00:29:01 EDT
