activity_nr,prog_type,prog_value,load_dt
344779509,L,FALL,2020-08-17 00:29:01 EDT
344779517,L,CONSTR6,2020-08-17 00:29:01 EDT
344779517,P,CONSTR6,2020-08-17 00:29:01 EDT
344779525,N,AMPUTATE,2020-08-17 00:29:01 EDT
344779541,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344779541,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344779616,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344779616,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344779673,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344779673,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344779699,N,LEAD,2020-08-17 00:29:01 EDT
344779699,N,RCS-NEP,2020-08-17 00:29:01 EDT
344779699,S,ASBESTOS,2020-08-17 00:29:01 EDT
344779723,L,GIFALL,2020-08-17 00:29:01 EDT
344779749,L,FALL,2020-08-17 00:29:01 EDT
344779756,L,CONSTR6,2020-08-17 00:29:01 EDT
344779756,P,CONSTR6,2020-08-17 00:29:01 EDT
344779764,S,FALL,2020-08-17 00:29:01 EDT
344779764,P,FALL,2020-08-17 00:29:01 EDT
344779780,N,AMPUTATE,2020-08-17 00:29:01 EDT
344779905,L,FALL,2020-08-17 00:29:01 EDT
344779939,N,AMPUTATE,2020-08-17 00:29:01 EDT
344779947,P,PERMIT,2020-08-17 00:29:01 EDT
344779947,S,PERMIT,2020-08-17 00:29:01 EDT
344779962,S,LETF,2020-08-17 00:29:01 EDT
344779996,N,AMPUTATE,2020-08-17 00:29:01 EDT
344780002,L,FALL,2020-08-17 00:29:01 EDT
344780002,N,RCS-NEP,2020-08-17 00:29:01 EDT
344780002,P,FALL,2020-08-17 00:29:01 EDT
344780010,P,PERMIT,2020-08-17 00:29:01 EDT
344780010,S,PERMIT,2020-08-17 00:29:01 EDT
344780069,S,HH,2020-08-17 00:29:01 EDT
344780200,N,TRENCH,2020-08-17 00:29:01 EDT
344780218,S,AGI,2020-08-17 00:29:01 EDT
344780234,S,NURSING,2020-08-17 00:29:01 EDT
344780234,P,NURSING,2020-08-17 00:29:01 EDT
344780291,S,FALL,2020-08-17 00:29:01 EDT
344780291,P,FALL,2020-08-17 00:29:01 EDT
344780309,P,CONSTR,2020-07-17 00:29:39 EDT
344780309,S,CONSTR,2020-07-17 00:29:39 EDT
344780341,S,WALEP,2020-08-17 00:29:01 EDT
344780341,P,WALEP,2020-08-17 00:29:01 EDT
344780366,S,WALEP,2020-08-17 00:29:01 EDT
344780366,P,WALEP,2020-08-17 00:29:01 EDT
344780416,P,WALEP,2020-08-17 00:29:01 EDT
344780416,S,WALEP,2020-08-17 00:29:01 EDT
344780424,P,CONSTR,2020-08-17 00:29:01 EDT
344780424,S,CONSTR,2020-08-17 00:29:01 EDT
344780432,P,CONSTR,2020-08-17 00:29:01 EDT
344780432,S,CONSTR,2020-08-17 00:29:01 EDT
344780440,P,CONSTR,2020-08-17 00:29:01 EDT
344780440,S,CONSTR,2020-08-17 00:29:01 EDT
344780457,P,CONSTR,2020-08-17 00:29:01 EDT
344780457,S,CONSTR,2020-08-17 00:29:01 EDT
344780499,N,CTARGET,2020-08-17 00:29:01 EDT
344780499,P,CTARGET,2020-08-17 00:29:01 EDT
344780515,L,FALL,2020-08-17 00:29:01 EDT
344780523,S,HH,2020-08-17 00:29:01 EDT
344780549,L,FALL,2020-08-17 00:29:01 EDT
344780549,P,FALL,2020-08-17 00:29:01 EDT
344780556,N,CHEMNEP,2020-08-17 00:29:01 EDT
344780564,L,FALL,2020-08-17 00:29:01 EDT
344780564,P,FALL,2020-08-17 00:29:01 EDT
344780572,L,FALL,2020-08-17 00:29:01 EDT
344780572,L,PIV,2020-08-17 00:29:01 EDT
344780606,L,VIGENIND,2020-08-17 00:29:01 EDT
344780614,L,FORKLIFT,2020-08-17 00:29:01 EDT
344780630,L,CONSTR6,2020-08-17 00:29:01 EDT
344780630,P,CONSTR6,2020-08-17 00:29:01 EDT
344780648,L,FALL,2020-08-17 00:29:01 EDT
344780648,P,FALL,2020-08-17 00:29:01 EDT
344780655,N,TRENCH,2020-08-17 00:29:01 EDT
344780705,L,FALL,2020-08-17 00:29:01 EDT
344780713,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344780721,L,FALL,2020-08-17 00:29:01 EDT
344780721,P,FALL,2020-08-17 00:29:01 EDT
344780739,L,FALL,2020-08-17 00:29:01 EDT
344780747,L,FALL,2020-08-17 00:29:01 EDT
344780762,L,FALL,2020-08-17 00:29:01 EDT
344780770,L,FALL,2020-08-17 00:29:01 EDT
344780770,P,FALL,2020-08-17 00:29:01 EDT
344780796,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344780804,L,FALL,2020-08-17 00:29:01 EDT
344780812,L,REPVEHICLE,2020-08-17 00:29:01 EDT
344780812,N,AMPUTATE,2020-08-17 00:29:01 EDT
344780820,S,GUARDLOCK/AMPUTATE,2020-08-17 00:29:01 EDT
344780838,N,TRENCH,2020-08-17 00:29:01 EDT
344780861,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344780879,L,FALL,2020-08-17 00:29:01 EDT
344780879,P,FALL,2020-08-17 00:29:01 EDT
344780903,N,TRENCH,2020-08-17 00:29:01 EDT
344780929,S,FALL,2020-08-17 00:29:01 EDT
344780937,L,FALL,2020-08-17 00:29:01 EDT
344780937,P,FALL,2020-08-17 00:29:01 EDT
344780952,L,PIV,2020-08-17 00:29:01 EDT
344780978,L,VIGENIND,2020-08-17 00:29:01 EDT
344780978,N,SVEP,2020-08-17 00:29:01 EDT
344780986,N,CHEMNEP,2020-08-17 00:29:01 EDT
344780994,L,ASBESTOS,2020-08-17 00:29:01 EDT
344780994,P,ASBESTOS,2020-08-17 00:29:01 EDT
344781018,L,FALL,2020-08-17 00:29:01 EDT
344781018,P,FALL,2020-08-17 00:29:01 EDT
344781026,P,HHUNIT,2020-08-17 00:29:01 EDT
344781026,S,HHUNIT,2020-08-17 00:29:01 EDT
344781059,L,FALL,2020-08-17 00:29:01 EDT
344781059,P,FALL,2020-08-17 00:29:01 EDT
344781067,N,TRENCH,2020-08-17 00:29:01 EDT
344781067,P,TRENCH,2020-08-17 00:29:01 EDT
344781075,N,TRENCH,2020-08-17 00:29:01 EDT
344781075,P,TRENCH,2020-08-17 00:29:01 EDT
344781075,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344781083,P,FALL,2020-08-17 00:29:01 EDT
344781083,S,FALL,2020-08-17 00:29:01 EDT
344781133,S,HH,2020-08-17 00:29:01 EDT
344781141,N,CHEMNEP,2020-08-17 00:29:01 EDT
344781141,P,CHEMCL2,2020-08-17 00:29:01 EDT
344781141,S,CHEMCL2,2020-08-17 00:29:01 EDT
344781158,P,HHUNIT,2020-08-17 00:29:01 EDT
344781158,S,HHUNIT,2020-08-17 00:29:01 EDT
344781166,L,FALL,2020-08-17 00:29:01 EDT
344781166,P,FALL,2020-08-17 00:29:01 EDT
344781182,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344781190,S,FRI,2020-08-17 00:29:01 EDT
344781208,L,FALL,2020-08-17 00:29:01 EDT
344781208,P,FALL,2020-08-17 00:29:01 EDT
344781216,L,CONSTR6,2020-08-17 00:29:01 EDT
344781216,P,CONSTR6,2020-08-17 00:29:01 EDT
344781224,P,HHUNIT,2020-08-17 00:29:01 EDT
344781224,S,HHUNIT,2020-08-17 00:29:01 EDT
344781232,L,FALL,2020-08-17 00:29:01 EDT
344781232,P,FALL,2020-08-17 00:29:01 EDT
344781240,P,HHUNIT,2020-08-17 00:29:01 EDT
344781240,S,HHUNIT,2020-08-17 00:29:01 EDT
344781257,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344781257,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344781265,L,FALL,2020-08-17 00:29:01 EDT
344781307,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344781307,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344781323,L,XFALLELEC,2020-08-17 00:29:01 EDT
344781323,P,XFALLELEC,2020-08-17 00:29:01 EDT
344781331,N,AMPUTATE,2020-08-17 00:29:01 EDT
344781349,L,FALL,2020-08-17 00:29:01 EDT
344781349,P,FALL,2020-08-17 00:29:01 EDT
344781380,L,CONSTR6,2020-08-17 00:29:01 EDT
344781380,P,CONSTR6,2020-08-17 00:29:01 EDT
344781398,N,AMPUTATE,2020-08-17 00:29:01 EDT
344781414,N,TRENCH,2020-08-17 00:29:01 EDT
344781414,P,TRENCH,2020-08-17 00:29:01 EDT
344781430,L,FALL,2020-08-17 00:29:01 EDT
344781430,P,FALL,2020-08-17 00:29:01 EDT
344781455,L,POULTRY4,2020-08-17 00:29:01 EDT
344781463,L,FALL,2020-08-17 00:29:01 EDT
344781505,L,FALL,2020-08-17 00:29:01 EDT
344781521,N,AMPUTATE,2020-08-17 00:29:01 EDT
344781521,L,POULTRY6,2020-08-17 00:29:01 EDT
344781547,N,TRENCH,2020-08-17 00:29:01 EDT
344781547,P,TRENCH,2020-08-17 00:29:01 EDT
344781562,P,FRI,2020-08-17 00:29:01 EDT
344781562,S,FRI,2020-08-17 00:29:01 EDT
344781570,L,AUTOSERV,2020-08-17 00:29:01 EDT
344781570,P,AUTOSERV,2020-08-17 00:29:01 EDT
344781604,L,ASBESTOS,2020-08-17 00:29:01 EDT
344781604,P,ASBESTOS,2020-08-17 00:29:01 EDT
344781653,L,CONSTR6,2020-08-17 00:29:01 EDT
344781653,P,CONSTR6,2020-08-17 00:29:01 EDT
344781661,N,CTARGET,2020-08-17 00:29:01 EDT
344781661,P,CTARGET,2020-08-17 00:29:01 EDT
344781661,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344781703,L,FALL,2020-08-17 00:29:01 EDT
344781703,P,FALL,2020-08-17 00:29:01 EDT
344781711,N,TRENCH,2020-08-17 00:29:01 EDT
344781711,P,TRENCH,2020-08-17 00:29:01 EDT
344781729,L,POULTRY6,2020-08-17 00:29:01 EDT
344781737,L,CONSTR6,2020-08-17 00:29:01 EDT
344781737,P,CONSTR6,2020-08-17 00:29:01 EDT
344781786,N,DUSTEXPL,2020-08-17 00:29:01 EDT
344781794,S,Programmed Inspection Lis,2020-06-26 00:28:35 EDT
344781810,L,XFALLELEC,2020-08-17 00:29:01 EDT
344781810,P,XFALLELEC,2020-08-17 00:29:01 EDT
344781844,L,FALL,2020-08-17 00:29:01 EDT
344781844,P,FALL,2020-08-17 00:29:01 EDT
344781877,P,HHUNIT,2020-08-17 00:29:01 EDT
344781877,S,HHUNIT,2020-08-17 00:29:01 EDT
344781901,L,FALL,2020-08-17 00:29:01 EDT
344781901,P,FALL,2020-08-17 00:29:01 EDT
344781919,L,PIV,2020-08-17 00:29:01 EDT
344781919,N,AMPUTATE,2020-08-17 00:29:01 EDT
344781992,N,CTARGET,2020-08-17 00:29:01 EDT
344781992,P,CTARGET,2020-08-17 00:29:01 EDT
344782008,S,PERMIT,2020-08-17 00:29:01 EDT
344782313,S,ES,2020-08-17 00:29:01 EDT
344782321,S,SI,2020-08-17 00:29:01 EDT
344782347,P,LOGGING,2020-08-17 00:29:01 EDT
344782347,S,LOGGING,2020-08-17 00:29:01 EDT
344782412,S,WALEP,2020-08-17 00:29:01 EDT
344782412,P,WALEP,2020-08-17 00:29:01 EDT
344782420,P,HOSP,2020-06-26 00:28:35 EDT
344782420,S,HOSP,2020-06-26 00:28:35 EDT
344782446,P,WALEP,2020-08-17 00:29:01 EDT
344782446,S,WALEP,2020-08-17 00:29:01 EDT
344782461,S,HOSP,2020-08-17 00:29:01 EDT
344782461,P,HOSP,2020-08-17 00:29:01 EDT
344782487,P,WALEP,2020-08-17 00:29:01 EDT
344782487,S,WALEP,2020-08-17 00:29:01 EDT
344782503,P,ASBESTOS,2020-08-17 00:29:01 EDT
344782503,S,ASBESTOS,2020-08-17 00:29:01 EDT
344782529,N,TRENCH,2020-08-17 00:29:01 EDT
344782529,P,TRENCH,2020-08-17 00:29:01 EDT
344782545,P,WALEP,2020-08-17 00:29:01 EDT
344782545,S,WALEP,2020-08-17 00:29:01 EDT
344782552,N,AMPUTATE,2020-08-17 00:29:01 EDT
344782560,N,CTARGET,2020-08-17 00:29:01 EDT
344782560,P,CTARGET,2020-08-17 00:29:01 EDT
344782560,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344782578,N,AMPUTATE,2020-08-17 00:29:01 EDT
344782586,L,FALL,2020-08-17 00:29:01 EDT
344782586,P,FALL,2020-08-17 00:29:01 EDT
344782594,S,ASBESTOS,2020-08-17 00:29:01 EDT
344782610,N,AMPUTATE,2020-08-17 00:29:01 EDT
344782636,N,CTARGET,2020-08-17 00:29:01 EDT
344782636,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344782636,P,CTARGET,2020-08-17 00:29:01 EDT
344782644,L,FALL,2020-08-17 00:29:01 EDT
344782651,S,Injury/Illness,2020-08-17 00:29:01 EDT
344782669,N,AMPUTATE,2020-08-17 00:29:01 EDT
344782677,N,AMPUTATE,2020-08-17 00:29:01 EDT
344782677,L,ELECGI,2020-08-17 00:29:01 EDT
344782677,L,REPVEHICLE,2020-08-17 00:29:01 EDT
344782693,L,FALL,2020-08-17 00:29:01 EDT
344782701,N,AMPUTATE,2020-08-17 00:29:01 EDT
344782719,P,CTARGET,2020-08-17 00:29:01 EDT
344782719,N,CTARGET,2020-08-17 00:29:01 EDT
344782719,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344782727,L,FALL,2020-08-17 00:29:01 EDT
344782727,L,EISAX30,2020-08-17 00:29:01 EDT
344782727,L,EISAOF,2020-08-17 00:29:01 EDT
344782727,P,FALL,2020-08-17 00:29:01 EDT
344782735,N,AMPUTATE,2020-08-17 00:29:01 EDT
344782735,S,Injury/Illness,2020-08-17 00:29:01 EDT
344782743,L,CONSTR6,2020-08-17 00:29:01 EDT
344782743,P,CONSTR6,2020-08-17 00:29:01 EDT
344782750,L,FALL,2020-08-17 00:29:01 EDT
344782750,P,FALL,2020-08-17 00:29:01 EDT
344782792,L,LANDSCPE,2020-08-17 00:29:01 EDT
344782818,N,CTARGET,2020-08-17 00:29:01 EDT
344782818,P,CTARGET,2020-08-17 00:29:01 EDT
344782818,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344782826,L,CONSTR6,2020-08-17 00:29:01 EDT
344782826,P,CONSTR6,2020-08-17 00:29:01 EDT
344782842,L,NOISE,2020-08-17 00:29:01 EDT
344782842,N,DUSTEXPL,2020-08-17 00:29:01 EDT
344782859,P,ASBESTOS,2020-08-17 00:29:01 EDT
344782859,S,ASBESTOS,2020-08-17 00:29:01 EDT
344782859,S,ZIPCODE,2020-08-17 00:29:01 EDT
344782867,S,WC,2020-08-17 00:29:01 EDT
344782875,P,HHUNIT,2020-08-17 00:29:01 EDT
344782875,S,HHUNIT,2020-08-17 00:29:01 EDT
344782883,L,FALL,2020-08-17 00:29:01 EDT
344782891,L,FALL,2020-08-17 00:29:01 EDT
344782891,L,FORKLIFT,2020-08-17 00:29:01 EDT
344782891,N,AMPUTATE,2020-08-17 00:29:01 EDT
344782990,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344782990,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344783006,L,REPVEHICLE,2020-08-17 00:29:01 EDT
344783014,L,FALL,2020-08-17 00:29:01 EDT
344783063,L,PIV,2020-08-17 00:29:01 EDT
344783071,S,WPV,2020-08-17 00:29:01 EDT
344783154,P,RESCON,2020-08-17 00:29:01 EDT
344783154,S,RESCON,2020-08-17 00:29:01 EDT
344783188,P,RESCON,2020-08-17 00:29:01 EDT
344783188,S,RESCON,2020-08-17 00:29:01 EDT
344783196,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344783196,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344783212,P,MINING,2020-08-17 00:29:01 EDT
344783212,S,MINING,2020-08-17 00:29:01 EDT
344783220,N,CTARGET,2020-08-17 00:29:01 EDT
344783220,P,CTARGET,2020-08-17 00:29:01 EDT
344783238,S,FRI,2020-08-17 00:29:01 EDT
344783253,L,OHPWRLNE,2020-08-17 00:29:01 EDT
344783261,L,PIV,2020-08-17 00:29:01 EDT
344783303,L,FALL,2020-08-17 00:29:01 EDT
344783303,P,FALL,2020-08-17 00:29:01 EDT
344783329,P,FALL,2020-08-17 00:29:01 EDT
344783329,S,FALL,2020-08-17 00:29:01 EDT
344783337,N,TRENCH,2020-08-17 00:29:01 EDT
344783337,P,TRENCH,2020-08-17 00:29:01 EDT
344783352,N,TRENCH,2020-08-17 00:29:01 EDT
344783352,P,TRENCH,2020-08-17 00:29:01 EDT
344783360,L,FALL,2020-08-17 00:29:01 EDT
344783360,P,FALL,2020-08-17 00:29:01 EDT
344783428,L,FALL,2020-08-17 00:29:01 EDT
344783428,P,FALL,2020-08-17 00:29:01 EDT
344783451,L,FORKLIFT,2020-08-17 00:29:01 EDT
344783469,L,FORKLIFT,2020-08-17 00:29:01 EDT
344783527,N,CHROME6,2020-08-17 00:29:01 EDT
344783527,N,RCS-NEP,2020-08-17 00:29:01 EDT
344783535,N,AMPUTATE,2020-08-17 00:29:01 EDT
344783543,N,AMPUTATE,2020-08-17 00:29:01 EDT
344783543,P,AMPUTATE,2020-08-17 00:29:01 EDT
344783550,N,AMPUTATE,2020-08-17 00:29:01 EDT
344783550,P,AMPUTATE,2020-08-17 00:29:01 EDT
344783584,L,GIFALL,2020-08-17 00:29:01 EDT
344783592,L,REPVEHICLE,2020-08-17 00:29:01 EDT
344783592,N,AMPUTATE,2020-08-17 00:29:01 EDT
344783592,P,AMPUTATE,2020-08-17 00:29:01 EDT
344783600,N,RCS-NEP,2020-08-17 00:29:01 EDT
344783634,L,CONSTR6,2020-08-17 00:29:01 EDT
344783634,P,CONSTR6,2020-08-17 00:29:01 EDT
344783667,P,PERMIT,2020-08-17 00:29:01 EDT
344783667,S,PERMIT,2020-08-17 00:29:01 EDT
344783717,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344783717,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344783725,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344783725,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344783733,N,TRENCH,2020-06-26 00:28:35 EDT
344783741,S,CARBMNOX,2020-08-17 00:29:01 EDT
344783758,S,ASBESTOS,2020-08-17 00:29:01 EDT
344783758,P,ASBESTOS,2020-08-17 00:29:01 EDT
344783766,P,CHEMNH3,2020-08-17 00:29:01 EDT
344783766,S,CHEMNH3,2020-08-17 00:29:01 EDT
344783766,N,CHEMNEP,2020-08-17 00:29:01 EDT
344783808,L,PROGCON,2020-08-17 00:29:01 EDT
344783808,N,TRENCH,2020-08-17 00:29:01 EDT
344783808,P,TRENCH,2020-08-17 00:29:01 EDT
344783824,L,ASBESTOS,2020-08-17 00:29:01 EDT
344783824,P,ASBESTOS,2020-08-17 00:29:01 EDT
344783832,L,FALL,2020-08-17 00:29:01 EDT
344783840,N,TRENCH,2020-08-17 00:29:01 EDT
344783840,P,TRENCH,2020-08-17 00:29:01 EDT
344783881,N,TRENCH,2020-08-17 00:29:01 EDT
344783881,P,TRENCH,2020-08-17 00:29:01 EDT
344783923,L,REPVEHICLE,2020-08-17 00:29:01 EDT
344783923,N,AMPUTATE,2020-08-17 00:29:01 EDT
344783923,P,AMPUTATE,2020-08-17 00:29:01 EDT
344783956,N,TRENCH,2020-08-17 00:29:01 EDT
344784020,N,TRENCH,2020-08-17 00:29:01 EDT
344784079,P,HOSP,2020-08-17 00:29:01 EDT
344784079,S,HOSP,2020-08-17 00:29:01 EDT
344784087,P,HOSP,2020-08-17 00:29:01 EDT
344784087,S,HOSP,2020-08-17 00:29:01 EDT
344784103,P,WALEP,2020-08-17 00:29:01 EDT
344784103,S,WALEP,2020-08-17 00:29:01 EDT
344784111,P,CONSTR,2020-08-17 00:29:01 EDT
344784111,S,CONSTR,2020-08-17 00:29:01 EDT
344784129,P,CONSTR,2020-08-17 00:29:01 EDT
344784129,S,CONSTR,2020-08-17 00:29:01 EDT
344784137,P,WALEP,2020-08-17 00:29:01 EDT
344784137,S,WALEP,2020-08-17 00:29:01 EDT
344784152,P,WALEP,2020-08-17 00:29:01 EDT
344784152,S,WALEP,2020-08-17 00:29:01 EDT
344784160,P,WALEP,2020-08-17 00:29:01 EDT
344784160,S,WALEP,2020-08-17 00:29:01 EDT
344784178,P,WALEP,2020-08-17 00:29:01 EDT
344784178,S,WALEP,2020-08-17 00:29:01 EDT
344784186,P,HOSP,2020-08-17 00:29:01 EDT
344784186,S,HOSP,2020-08-17 00:29:01 EDT
344784194,P,CONSTR,2020-08-17 00:29:01 EDT
344784194,S,CONSTR,2020-08-17 00:29:01 EDT
344784202,P,CONSTR,2020-08-17 00:29:01 EDT
344784202,S,CONSTR,2020-08-17 00:29:01 EDT
344784210,P,LOG,2020-08-17 00:29:01 EDT
344784210,S,LOG,2020-08-17 00:29:01 EDT
344784293,P,CONSTR,2020-08-17 00:29:01 EDT
344784293,S,CONSTR,2020-08-17 00:29:01 EDT
344784301,P,CONSTR,2020-08-17 00:29:01 EDT
344784301,S,CONSTR,2020-08-17 00:29:01 EDT
344784327,P,CONSTR,2020-08-17 00:29:01 EDT
344784327,S,CONSTR,2020-08-17 00:29:01 EDT
344784343,P,CONSTR,2020-08-17 00:29:01 EDT
344784343,S,CONSTR,2020-08-17 00:29:01 EDT
344784350,P,LOG,2020-08-17 00:29:01 EDT
344784350,S,LOG,2020-08-17 00:29:01 EDT
344784368,P,LOG,2020-08-17 00:29:01 EDT
344784368,S,LOG,2020-08-17 00:29:01 EDT
344784376,P,CONSTR,2020-08-17 00:29:01 EDT
344784376,S,CONSTR,2020-08-17 00:29:01 EDT
344784392,L,FALL,2020-08-17 00:29:01 EDT
344784392,N,CTARGET,2020-08-17 00:29:01 EDT
344784392,P,CTARGET,2020-08-17 00:29:01 EDT
344784400,N,CTARGET,2020-08-17 00:29:01 EDT
344784400,P,CTARGET,2020-08-17 00:29:01 EDT
344784418,N,CTARGET,2020-08-17 00:29:01 EDT
344784418,P,CTARGET,2020-08-17 00:29:01 EDT
344784426,N,CTARGET,2020-08-17 00:29:01 EDT
344784426,P,CTARGET,2020-08-17 00:29:01 EDT
344784434,N,CTARGET,2020-08-17 00:29:01 EDT
344784434,P,CTARGET,2020-08-17 00:29:01 EDT
344784459,L,FALL,2020-08-17 00:29:01 EDT
344784459,N,CTARGET,2020-08-17 00:29:01 EDT
344784459,P,FALL,2020-08-17 00:29:01 EDT
344784475,L,FALL,2020-08-17 00:29:01 EDT
344784475,P,FALL,2020-08-17 00:29:01 EDT
344784509,L,TREETRIM,2020-08-17 00:29:01 EDT
344784509,L,FALL,2020-08-17 00:29:01 EDT
344784509,P,TREETRIM,2020-08-17 00:29:01 EDT
344784517,N,CTARGET,2020-08-17 00:29:01 EDT
344784517,P,CTARGET,2020-08-17 00:29:01 EDT
344784525,L,FALL,2020-08-17 00:29:01 EDT
344784533,L,FALL,2020-08-17 00:29:01 EDT
344784533,L,EISAOF,2020-08-17 00:29:01 EDT
344784533,P,FALL,2020-08-17 00:29:01 EDT
344784541,L,PIV,2020-08-17 00:29:01 EDT
344784558,N,TRENCH,2020-08-17 00:29:01 EDT
344784566,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784566,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784574,N,TRENCH,2020-08-17 00:29:01 EDT
344784582,L,FALL,2020-08-17 00:29:01 EDT
344784590,P,FRI,2020-08-17 00:29:01 EDT
344784590,S,FALL,2020-08-17 00:29:01 EDT
344784590,S,FRI,2020-08-17 00:29:01 EDT
344784616,N,CTARGET,2020-08-17 00:29:01 EDT
344784616,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344784616,P,CTARGET,2020-08-17 00:29:01 EDT
344784624,N,AMPUTATE,2020-08-17 00:29:01 EDT
344784657,N,AMPUTATE,2020-08-17 00:29:01 EDT
344784665,N,CTARGET,2020-08-17 00:29:01 EDT
344784665,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344784665,P,CTARGET,2020-08-17 00:29:01 EDT
344784673,N,AMPUTATE,2020-08-17 00:29:01 EDT
344784681,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784681,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784731,L,GIFALL,2020-08-17 00:29:01 EDT
344784749,L,FALL,2020-08-17 00:29:01 EDT
344784749,P,FALL,2020-08-17 00:29:01 EDT
344784756,L,FALL,2020-08-17 00:29:01 EDT
344784764,N,AMPUTATE,2020-08-17 00:29:01 EDT
344784780,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784780,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784798,L,FALL,2020-08-17 00:29:01 EDT
344784806,L,FALL,2020-08-17 00:29:01 EDT
344784806,P,FALL,2020-08-17 00:29:01 EDT
344784814,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784814,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784830,N,AMPUTATE,2020-08-17 00:29:01 EDT
344784848,N,TRENCH,2020-08-17 00:29:01 EDT
344784855,L,FALL,2020-08-17 00:29:01 EDT
344784863,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784863,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784889,L,FALL,2020-08-17 00:29:01 EDT
344784889,P,FALL,2020-08-17 00:29:01 EDT
344784897,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784897,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784905,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784905,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344784921,L,Aircraft,2020-08-17 00:29:01 EDT
344784921,P,Aircraft,2020-08-17 00:29:01 EDT
344784939,N,AMPUTATE,2020-08-17 00:29:01 EDT
344784954,L,FALL,2020-08-17 00:29:01 EDT
344784970,L,Aircraft,2020-08-17 00:29:01 EDT
344784970,P,Aircraft,2020-08-17 00:29:01 EDT
344784988,L,CONSTR6,2020-08-17 00:29:01 EDT
344784988,P,CONSTR6,2020-08-17 00:29:01 EDT
344784996,L,AUTOSERV,2020-08-17 00:29:01 EDT
344784996,P,AUTOSERV,2020-08-17 00:29:01 EDT
344785019,L,Aircraft,2020-08-17 00:29:01 EDT
344785019,P,Aircraft,2020-08-17 00:29:01 EDT
344785027,N,AMPUTATE,2020-08-17 00:29:01 EDT
344785068,S,FALL,2020-08-17 00:29:01 EDT
344785068,S,FRI,2020-08-17 00:29:01 EDT
344785076,N,RCS-NEP,2020-08-17 00:29:01 EDT
344785092,L,AUTOSUP,2020-08-17 00:29:01 EDT
344785092,N,AMPUTATE,2020-08-17 00:29:01 EDT
344785118,P,HIGHHAZD,2020-08-17 00:29:01 EDT
344785118,S,HIGHHAZD,2020-08-17 00:29:01 EDT
344785126,N,AMPUTATE,2020-08-17 00:29:01 EDT
344785134,P,HHUNIT,2020-08-17 00:29:01 EDT
344785134,S,HHUNIT,2020-08-17 00:29:01 EDT
344785167,L,FALL,2020-08-17 00:29:01 EDT
344785183,S,PERMIT,2020-08-17 00:29:01 EDT
344785209,S,HHUNIT,2020-08-17 00:29:01 EDT
344785209,P,HHUNIT,2020-08-17 00:29:01 EDT
344785217,N,RCS-NEP,2020-08-17 00:29:01 EDT
344785225,S,MINING,2020-08-17 00:29:01 EDT
344785225,P,MINING,2020-08-17 00:29:01 EDT
344785241,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344785241,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
